VAR,Variable,ICU_Type,Statistics_Type,Measure,COU,Country,Continent,Year,OBS_VALUE
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2018,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2019,0.11
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2020,0.13
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2015,0.32
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2016,0.32
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2017,0.31
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2018,0.31
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2019,0.31
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2020,0.32
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2015,31.78
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2016,31.8
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2017,30.91
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2018,30.98
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2019,31.11
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2020,31.89
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2015,0.37
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2016,0.37
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2017,0.38
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2018,0.38
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2019,0.38
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,EST,Estonia,Europe,2020,0.39
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2015,7.13
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2016,7.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2017,6.95
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2018,7.02
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2020,6.97
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2015,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2016,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2017,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2018,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2019,0.05
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,FIN,Finland,Europe,2020,0.06
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2015,75.1
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2016,79.2
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2017,81.9
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2018,76.4
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2019,72.1
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,HRV,Croatia,Europe,2020,61.7
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NZL,New Zealand,Oceania,2019,0.03
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NZL,New Zealand,Oceania,2020,0.03
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2015,9.87
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2016,10.03
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2017,10.18
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2018,10.25
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2019,10.41
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2015,61.4
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2016,62.94
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2017,57.06
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2018,56.13
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2019,57.25
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,ESP,Spain,Europe,2020,54.58
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CRI,Costa Rica,North America,2020,0.06
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LTU,Lithuania,Europe,2020,0.01
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CRI,Costa Rica,North America,2020,0.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CRI,Costa Rica,North America,2020,6.22
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LTU,Lithuania,Europe,2020,1.36
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,CRI,Costa Rica,North America,2020,0.61
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,IRL,Ireland,Europe,2020,0.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2019,0.07
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,IRL,Ireland,Europe,2020,0.58
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2019,6.98
